City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Chama,CH,47.1821,8.4636,44.33,93,100,4.61,overcast clouds
701,Havoysund,NO,70.9963,24.6622,34.03,86,99,9.64,light snow
702,San Quintin,MX,30.4833,-115.95,60.08,68,0,9.04,clear sky
703,Hammerfest,NO,70.6634,23.6821,36.05,93,75,3.44,light intensity shower rain
704,Sept-Iles,CA,50.2001,-66.3821,28.06,95,100,9.22,snow
705,Kangaatsiaq,GL,68.3065,-53.4641,24.51,90,98,7.81,overcast clouds
706,Laguna,US,38.421,-121.4238,54.99,56,0,3.44,clear sky
707,Lieksa,FI,63.3167,30.0167,33.73,74,49,3.76,scattered clouds
708,Pryazha,RU,61.6926,33.6216,25.83,86,6,3.67,clear sky
709,Kokopo,PG,-4.352,152.2633,85.87,62,100,5.59,overcast clouds
710,Montefiascone,IT,42.5393,12.0362,47.48,94,100,3.4,moderate rain
711,Ixtapa,MX,20.7,-105.2,76.23,78,40,3.44,scattered clouds
712,Luangwa,ZM,-15.6167,30.4167,75.65,70,97,1.01,light rain
713,Bac Lieu,VN,9.285,105.7244,82.8,78,100,17.16,moderate rain
714,Zeya,RU,53.75,127.2667,17.33,86,94,3.06,overcast clouds
715,Marathon,US,44.9,-89.7668,28.65,69,100,3.44,overcast clouds
